Dance,Song Title,Artist/Group,Found,Feature
2ST,I Love My Life,Jamie O'Neal,True,"[-7.97079773e+01  1.43936142e+02 -4.03579330e+01  5.98505363e+01
 -2.20180187e+01  2.87761955e+01 -1.72814999e+01  2.39556007e+01
 -8.42462063e+00  6.91415787e+00  3.85639238e+00  7.27904654e+00
 -3.85039473e+00  5.31990945e-01  3.81339014e-01  3.89413744e-01
  3.17173064e-01  3.39513868e-01  3.80981833e-01  3.41515988e-01
  4.52897996e-01  3.99163455e-01  5.09882867e-01  4.48450744e-01
  4.24319714e-01  1.73947726e+01  1.05036427e+01  1.50500355e+01
  1.89547621e+01  1.83601425e+01  1.97026857e+01  4.96791918e+01
  7.29509950e-02  9.57031250e+01]"
2ST,I Quit,Vince Gill,True,"[-1.44332581e+02  1.56925598e+02 -3.86478195e+01  5.46347160e+01
 -1.74814491e+01  2.98897400e+01 -1.29781351e+01  1.49541979e+01
 -6.14157629e+00  1.18376803e+00 -3.15045190e+00 -9.53562737e-01
  3.22249007e+00  4.30166513e-01  3.56339455e-01  3.68347824e-01
  4.66459543e-01  3.96494806e-01  4.14165348e-01  3.67415220e-01
  4.69389498e-01  5.60998201e-01  4.69219714e-01  4.81802136e-01
  4.27295178e-01  1.60586047e+01  1.04691759e+01  1.60617847e+01
  1.72556447e+01  1.75643520e+01  1.74162020e+01  4.60280626e+01
  5.38263941e-02  9.75088443e+01]"
2ST,I Won All The Battles,Tracy Lawrence,True,"[-7.85850754e+01  1.60641663e+02 -4.16463470e+01  4.94516144e+01
 -1.12627554e+01  2.60606861e+01 -2.22680588e+01  1.37846155e+01
 -8.46844578e+00  8.64608669e+00 -9.72757053e+00  1.75515985e+00
 -5.62223971e-01  3.24489355e-01  4.56039816e-01  4.37181115e-01
  3.76690835e-01  4.49054211e-01  4.24955994e-01  5.09177268e-01
  4.33922499e-01  4.24464792e-01  4.87612844e-01  3.91835511e-01
  4.01322722e-01  1.78880509e+01  1.07594198e+01  1.60478747e+01
  1.82639058e+01  1.79799194e+01  1.83001795e+01  4.72948414e+01
  5.84183920e-02  9.93840144e+01]"
2ST,I'll Stay Me,Luke Bryan,True,"[-9.35516586e+01  1.34638260e+02 -1.69430370e+01  4.85422668e+01
 -1.06792431e+01  3.34943275e+01 -1.39430475e+01  1.16398907e+01
 -7.22953498e-01  1.05938425e+01 -9.93101597e+00  6.86187553e+00
 -6.47510350e-01  4.53193605e-01  4.30662841e-01  3.91327232e-01
  4.96742755e-01  5.53626359e-01  4.95290220e-01  5.36290348e-01
  4.66313273e-01  5.17813742e-01  4.55940992e-01  4.78189677e-01
  5.92474043e-01  1.79715074e+01  1.10793426e+01  1.60509812e+01
  1.83824752e+01  1.80373601e+01  1.82159832e+01  4.85512854e+01
  5.78293933e-02  9.39630682e+01]"
2ST,I'm A Woman,Wynonna Judd,True,"[-1.04268082e+02  1.46151291e+02 -3.00264606e+01  4.05323792e+01
 -1.75013065e+01  1.79056339e+01 -1.06721830e+01  1.92559834e+01
 -1.04829206e+01  4.14884138e+00 -6.51674604e+00  9.90778732e+00
 -4.29779053e+00  4.37562972e-01  4.53710407e-01  5.16693175e-01
  4.07318681e-01  3.70071024e-01  3.60382199e-01  3.27370554e-01
  3.56818229e-01  3.65415484e-01  4.58749056e-01  3.55828077e-01
  3.62904847e-01  1.54123118e+01  1.12141553e+01  1.57583628e+01
  1.79095790e+01  1.76779419e+01  1.86513734e+01  4.69848302e+01
  5.82938652e-02  9.06661184e+01]"
2ST,If I'm Gonna Be Bad,Joanna Cotten,True,"[-9.59373169e+01  1.60542694e+02 -4.13395996e+01  4.27261467e+01
 -3.16272473e+00  1.73491974e+01 -1.34791985e+01  1.22621546e+01
 -2.75657511e+00  2.29569602e+00  5.45586288e-01  2.58358389e-01
  7.16891766e-01  4.15328741e-01  4.23574686e-01  4.11249071e-01
  4.27659452e-01  4.31525975e-01  4.82183605e-01  3.76339793e-01
  4.10795927e-01  4.43296492e-01  3.85440528e-01  4.69887167e-01
  3.95021021e-01  1.66519675e+01  1.10380178e+01  1.55298437e+01
  1.83739426e+01  1.84093962e+01  1.97307484e+01  4.58803495e+01
  5.60083537e-02  9.93840144e+01]"
2ST,If That Ain't Love,Jaida Dreyer,True,"[-8.82100754e+01  1.45536758e+02 -3.94289665e+01  5.62485619e+01
 -1.10297728e+01  2.39501762e+01 -1.27760830e+01  1.88167152e+01
 -5.80436754e+00  5.04145575e+00  4.09503269e+00  2.27503896e+00
 -5.29633617e+00  4.39361811e-01  3.51119131e-01  4.13781613e-01
  3.77279401e-01  4.41705555e-01  3.07851076e-01  3.26298445e-01
  4.79825199e-01  3.85921359e-01  4.33614343e-01  3.17077249e-01
  4.00096893e-01  1.35180255e+01  1.09976165e+01  1.63935643e+01
  1.91531896e+01  1.83592420e+01  1.87809603e+01  4.77195081e+01
  6.11897283e-02  9.06661184e+01]"
2ST,It's Goodbye and so Long to You,Alison Krauss,True,"[-1.16979439e+02  1.60442261e+02 -3.99445572e+01  3.27328339e+01
  1.42117012e+00  3.24521370e+01 -3.95253801e+00  1.12406626e+01
 -6.93340921e+00  4.71877670e+00 -2.01738501e+00 -2.12940955e+00
 -4.28304005e+00  4.89491552e-01  3.61340493e-01  3.80793035e-01
  3.61072421e-01  4.59447861e-01  5.97418070e-01  4.26192850e-01
  4.52734321e-01  4.29146171e-01  4.88177925e-01  5.50344765e-01
  4.35269415e-01  1.73109313e+01  1.10290064e+01  1.70928153e+01
  1.93660313e+01  2.03682743e+01  1.85819314e+01  4.53475688e+01
  5.34480895e-02  1.01332721e+02]"
2ST,Keep On Walkin',Mike Reid,True,"[-1.02557037e+02  1.36378967e+02 -2.94860172e+01  4.74774590e+01
 -2.51442947e+01  3.08704796e+01 -1.83043556e+01  1.80337238e+01
 -4.80130529e+00  1.62155037e+01 -1.00038033e+01  6.16163826e+00
 -4.26064396e+00  4.87186670e-01  5.11481822e-01  6.26405656e-01
  4.11015749e-01  3.83053780e-01  3.83501589e-01  4.08154607e-01
  5.18387437e-01  4.37134445e-01  4.90909696e-01  4.60261732e-01
  4.80557054e-01  1.48345835e+01  1.04829209e+01  1.44757560e+01
  1.80991392e+01  1.65911543e+01  1.68615396e+01  4.89410830e+01
  7.81541004e-02  9.75088443e+01]"
2ST,Kick Back,Ty England,True,"[-1.18124031e+02  1.27125725e+02 -4.81034775e+01  6.79001617e+01
 -2.34611588e+01  3.49489403e+01 -1.85316849e+01  1.60807648e+01
 -9.74133301e+00  6.62153530e+00 -9.19020557e+00  2.90103769e+00
 -1.99295127e+00  3.93404096e-01  3.90049100e-01  3.52521062e-01
  3.97963852e-01  4.62794125e-01  4.17780012e-01  4.37409163e-01
  4.14029241e-01  4.26489949e-01  4.88558173e-01  4.42978799e-01
  4.28474724e-01  1.61375446e+01  1.10085452e+01  1.64439917e+01
  1.86453447e+01  1.77094687e+01  1.74714880e+01  4.94472007e+01
  9.85560934e-02  9.93840144e+01]"
2ST,Knee Deep,Zac Brown Band Feat Jimmy Buffett,True,"[-2.34936768e+02  1.68113159e+02  1.00442123e+01  3.64370117e+01
  8.17173719e-01  1.26430426e+01  5.68997145e+00  1.35983896e+00
  3.91922802e-01  1.80386889e+00 -7.58470249e+00 -4.85552597e+00
 -4.76840162e+00  3.33196402e-01  2.72346497e-01  3.94253463e-01
  4.30345058e-01  3.40592325e-01  3.01807970e-01  3.00710350e-01
  4.12795514e-01  4.60122257e-01  5.17067134e-01  6.54971719e-01
  4.24392939e-01  1.50433719e+01  1.32027126e+01  1.90584451e+01
  2.13350625e+01  2.11419670e+01  2.28232204e+01  4.06256212e+01
  2.90772996e-02  9.06661184e+01]"
2ST,Knee Deep In My Heart,Shane Filan,True,"[-9.39673996e+01  1.42253220e+02 -2.29745941e+01  4.22501678e+01
 -1.27559109e+01  3.46284714e+01 -1.24106388e+01  1.70796738e+01
 -1.06795578e+01  7.33805704e+00 -8.82995224e+00  5.43069029e+00
  1.96857989e+00  4.10679668e-01  4.46249902e-01  3.71270388e-01
  3.76232266e-01  5.36796451e-01  4.44056273e-01  3.79250407e-01
  3.10476243e-01  3.71801049e-01  5.00751913e-01  4.37006056e-01
  4.77904052e-01  1.90565543e+01  1.18323353e+01  1.69741754e+01
  1.71280473e+01  1.70348905e+01  1.77856751e+01  4.79319598e+01
  5.25153665e-02  9.93840144e+01]"
2ST,Know You Wanna Know,Jennifer Nettles,True,"[-5.11950340e+01  1.39023239e+02 -4.57535706e+01  5.76203156e+01
 -2.89044781e+01  3.24223938e+01 -1.18833971e+01  1.54531555e+01
 -6.69540986e-02 -2.84246111e+00  4.08992243e+00  1.10519087e+00
  2.30889726e+00  2.93389469e-01  3.08490813e-01  3.72086883e-01
  4.31614131e-01  5.89267969e-01  4.14113104e-01  3.80112946e-01
  4.30264890e-01  4.13583100e-01  4.38102335e-01  3.63351345e-01
  3.75799447e-01  1.49204181e+01  1.10304602e+01  1.54211834e+01
  1.78157895e+01  1.77478140e+01  1.82760840e+01  4.82371235e+01
  7.90703836e-02  9.39630682e+01]"
2ST,Last Living Cowboy,Toby Keith,True,"[-8.76637192e+01  1.30805405e+02 -2.43680401e+01  5.42122192e+01
 -1.56149654e+01  3.41757431e+01 -1.20293064e+01  1.76396217e+01
 -1.91449225e+00  1.05377998e+01 -4.93323994e+00  2.56225133e+00
  2.31852365e+00  4.61016953e-01  4.97195631e-01  6.63254142e-01
  5.45607030e-01  4.93804634e-01  5.06004572e-01  4.87951189e-01
  5.29853046e-01  4.96333748e-01  5.46639919e-01  5.07086813e-01
  4.99244094e-01  1.73677623e+01  1.11795030e+01  1.61517085e+01
  1.88200496e+01  1.72345018e+01  1.73895185e+01  4.90407629e+01
  6.26766807e-02  9.57031250e+01]"
2ST,Lay Down Sally,Delbert McClinton,True,"[-1.29747116e+02  1.58304825e+02 -2.04436188e+01  5.19837952e+01
 -5.18638182e+00  2.56268864e+01 -7.82748318e+00  1.34245539e+01
 -4.19170856e+00  8.80006504e+00 -6.60758448e+00 -9.27513301e-01
 -3.74229103e-01  3.99481714e-01  3.80376846e-01  4.14656937e-01
  4.44971979e-01  4.94679838e-01  5.96274376e-01  4.87070084e-01
  4.47819233e-01  4.58717972e-01  4.42434549e-01  4.85260904e-01
  4.14287835e-01  1.63493396e+01  1.19972315e+01  1.54630283e+01
  1.65851937e+01  1.59270642e+01  1.70071474e+01  4.55417998e+01
  4.39681771e-02  8.75926907e+01]"
2ST,Leavin' Stephenville,Kyle Park,True,"[-5.71226425e+01  1.69168762e+02 -4.00407410e+01  4.29137726e+01
 -2.08279533e+01  3.66690865e+01 -1.73981266e+01  7.38166809e+00
 -9.42605877e+00  2.59433722e+00 -1.41339278e+00  1.35636759e+00
 -4.54039305e-01  3.24330717e-01  3.52376670e-01  5.47330260e-01
  3.53790462e-01  3.48655432e-01  3.19483787e-01  4.47195768e-01
  4.79798883e-01  3.68817627e-01  4.80040520e-01  3.52246135e-01
  4.10115540e-01  1.93340451e+01  1.08212832e+01  1.62972337e+01
  1.81958435e+01  1.84456833e+01  1.82265620e+01  4.68755170e+01
  5.50144066e-02  9.75088443e+01]"
2ST,Let the Four Winds Blow,Scooter Lee,True,"[-7.45099640e+01  1.27456291e+02 -6.04848633e+01  7.52621536e+01
 -1.30986738e+01  3.04992390e+01 -2.17085052e+00  1.35132256e+01
 -1.02902298e+01  9.43935776e+00 -1.33487415e+00  5.83816946e-01
 -2.22034469e-01  3.18876922e-01  3.87148768e-01  4.60305125e-01
  3.59517515e-01  4.02084976e-01  3.60585868e-01  4.47270125e-01
  4.37480450e-01  4.22843009e-01  5.99163473e-01  3.96800935e-01
  3.58216435e-01  1.53776733e+01  1.11215281e+01  1.71427251e+01
  1.96031208e+01  1.92499538e+01  1.87379655e+01  4.77232007e+01
  9.28713205e-02  8.91029095e+01]"
2ST,Little Bit Of Life,Craig Morgan,True,"[-6.58889160e+01  1.52341736e+02 -3.96699295e+01  4.32362366e+01
 -2.03927708e+01  3.30212097e+01 -1.91848125e+01  1.79399376e+01
 -8.83262444e+00  8.60292244e+00 -4.15950775e+00  7.69426346e+00
  5.38842010e+00  4.76658404e-01  4.32533771e-01  5.38762569e-01
  3.73845130e-01  3.36674660e-01  3.33031923e-01  3.37690622e-01
  4.93678182e-01  3.87406081e-01  3.93174022e-01  4.03637856e-01
  4.33408201e-01  1.66177418e+01  1.00022885e+01  1.57104138e+01
  1.78247642e+01  1.77749789e+01  1.78832103e+01  4.80506405e+01
  6.08690575e-02  9.75088443e+01]"
2ST,Long Sermon,Brad Paisley,True,"[-9.97603073e+01  1.40666672e+02 -3.32789459e+01  4.32661057e+01
 -1.44425430e+01  3.52150497e+01 -2.62505379e+01  1.22452641e+01
 -1.62969151e+01  4.94857168e+00 -7.72898102e+00  4.61292171e+00
 -5.46054649e+00  4.00475562e-01  3.63419384e-01  3.62349153e-01
  3.64687562e-01  4.23508555e-01  3.10206562e-01  3.40300947e-01
  3.70414197e-01  4.50825363e-01  5.43795645e-01  4.50940996e-01
  4.92055267e-01  1.57619504e+01  1.00291096e+01  1.62075997e+01
  1.74759647e+01  1.79011710e+01  1.84142710e+01  4.83283368e+01
  7.24372037e-02  9.06661184e+01]"
2ST,Make It Sweet,Old Dominion,True,"[-7.69592972e+01  1.42318573e+02 -4.21547928e+01  5.04221535e+01
 -1.67200108e+01  2.96711407e+01 -1.74959145e+01  8.76852226e+00
 -1.62859097e+01  6.81384563e+00 -7.73673725e+00  3.21706116e-01
 -5.55089760e+00  4.46363330e-01  4.01247203e-01  5.92756450e-01
  4.31963891e-01  4.09556299e-01  3.10211480e-01  3.56921047e-01
  6.35621846e-01  4.37544972e-01  4.43926036e-01  3.73940885e-01
  4.55990016e-01  1.79183500e+01  1.05980086e+01  1.64407626e+01
  1.78217753e+01  1.82791593e+01  1.81596230e+01  4.83611540e+01
  8.22995779e-02  9.06661184e+01]"
2ST,Make This Day,Zac Brown Band,True,"[-1.39143112e+02  1.65846619e+02 -1.94829025e+01  3.73729630e+01
 -2.56992936e+00  2.87535553e+01 -1.80275059e+00  9.46421146e+00
  3.08084822e+00  1.04117908e+01 -1.46264219e+00  5.56036711e+00
  3.36794710e+00  3.96976769e-01  4.30152297e-01  5.07832825e-01
  6.02309585e-01  4.96035635e-01  4.84467775e-01  4.45460349e-01
  5.22502542e-01  5.10015011e-01  5.21793783e-01  5.88319778e-01
  4.20290738e-01  1.19349002e+01  1.12373546e+01  1.58608847e+01
  1.82407989e+01  1.80913304e+01  1.82183636e+01  4.42370159e+01
  3.91481004e-02  9.06661184e+01]"
2ST,Men Don't Change,Amy Dalley,True,"[-8.64026337e+01  1.37477280e+02 -3.84569778e+01  5.88904076e+01
 -1.04356146e+01  3.09156475e+01 -1.43498526e+01  1.67136154e+01
 -7.92539120e+00  1.16773472e+01 -3.62515640e+00  2.27701449e+00
 -1.62281466e+00  4.77579117e-01  5.24434447e-01  4.10759330e-01
  4.88863885e-01  4.26421404e-01  4.52945441e-01  4.43766445e-01
  4.74438369e-01  6.51389539e-01  4.96957451e-01  4.45000052e-01
  4.13209200e-01  1.56647406e+01  9.84900428e+00  1.51992500e+01
  1.79666737e+01  1.71365033e+01  1.72644673e+01  4.84749324e+01
  7.43245695e-02  9.93840144e+01]"
2ST,Mile Out Of Memphis,Philip Claypool,True,"[-1.02309685e+02  1.33258820e+02 -4.28630333e+01  5.23171921e+01
 -2.14661484e+01  3.48879051e+01 -1.90047092e+01  2.54087296e+01
 -1.07857161e+01  8.71306419e+00 -6.80972624e+00  4.71627474e+00
 -2.30667782e+00  3.83605510e-01  3.84168297e-01  3.75901043e-01
  4.60206926e-01  5.18808603e-01  3.75015914e-01  3.51789385e-01
  4.25059587e-01  4.50549811e-01  5.37666559e-01  4.75461125e-01
  4.09392089e-01  1.86894259e+01  9.71227630e+00  1.60831947e+01
  1.82416256e+01  1.76768395e+01  1.78930125e+01  4.85515647e+01
  8.23150729e-02  1.07666016e+02]"
2ST,My Baby Plays Me Just Like A Fiddle,The Charlie Daniel's Band,True,"[-7.83990784e+01  1.35654999e+02 -2.52398834e+01  5.62999954e+01
 -1.73119926e+01  3.70657921e+01 -2.18697720e+01  1.96621284e+01
 -1.05273018e+01  6.82418871e+00 -1.22930536e+01  8.64888668e+00
 -2.04462361e+00  4.72468406e-01  4.25231695e-01  4.38361824e-01
  4.57080036e-01  5.06001890e-01  4.49148446e-01  4.67396021e-01
  4.58389789e-01  4.79834199e-01  6.10845447e-01  5.77787995e-01
  5.37283063e-01  1.70364990e+01  9.91264425e+00  1.43556817e+01
  1.61910565e+01  1.61751969e+01  1.76363895e+01  4.93837254e+01
  8.05374949e-02  8.20312500e+01]"
2ST,My Heart's A Genius,Gord Bamford,True,"[-9.07054062e+01  1.44308624e+02 -3.04151821e+01  4.83987961e+01
 -1.67244167e+01  3.71017723e+01 -1.77469311e+01  2.22547169e+01
 -1.06304111e+01  1.22221270e+01 -1.01816168e+01  4.72787333e+00
 -4.50819349e+00  4.78966445e-01  4.51618910e-01  4.05661792e-01
  4.63542968e-01  4.58351642e-01  4.72266883e-01  5.90426862e-01
  4.26375866e-01  3.98989618e-01  4.26138401e-01  4.53298837e-01
  5.91584325e-01  1.56931315e+01  1.00752472e+01  1.48763668e+01
  1.72047629e+01  1.73738619e+01  1.79235314e+01  4.80817676e+01
  6.62288134e-02  9.06661184e+01]"
2ST,New Way (To Light Up An Old Flame),Joe Diffie,True,"[-8.66196060e+01  1.47850861e+02 -3.34111404e+01  4.80273972e+01
 -1.38086090e+01  3.24375534e+01 -2.68466167e+01  1.73213692e+01
 -1.00805225e+01  9.74677277e+00 -1.37560530e+01  6.19646788e+00
 -9.81334746e-01  3.60314488e-01  3.96719396e-01  3.79431784e-01
  4.01898444e-01  5.67310631e-01  4.18525994e-01  4.05747771e-01
  3.78625482e-01  4.66285318e-01  5.53920388e-01  3.95253152e-01
  4.02783453e-01  1.87419780e+01  1.12862562e+01  1.59490911e+01
  1.77093394e+01  1.79286554e+01  1.97502220e+01  4.81800503e+01
  6.48393661e-02  8.75926907e+01]"
2ST,No Place Like You,Maddie & Tae,True,"[-4.84567719e+01  1.39623688e+02 -3.76304359e+01  5.41716194e+01
 -2.19996262e+01  2.67731781e+01 -2.74237442e+01  1.77273235e+01
 -1.37420969e+01  7.03945684e+00 -6.07807350e+00  7.25238609e+00
 -8.78610516e+00  3.11435461e-01  3.21415424e-01  2.63188541e-01
  4.26799387e-01  5.11878967e-01  3.62471312e-01  3.78840864e-01
  3.52158457e-01  5.83156466e-01  4.29307014e-01  3.32167059e-01
  4.49260592e-01  1.41603978e+01  1.02790350e+01  1.62205661e+01
  1.88882028e+01  1.82870357e+01  1.85749349e+01  4.75239472e+01
  8.03371937e-02  9.93840144e+01]"
2ST,No Time To Kill,Clint Black,True,"[-1.27323242e+02  1.40680939e+02 -3.58681984e+01  5.13266983e+01
 -1.20334597e+01  3.62181702e+01 -1.85035381e+01  1.85681438e+01
 -5.15275478e+00  7.17077923e+00 -4.66197968e+00  8.08114529e+00
 -1.78677738e+00  4.87339824e-01  4.07910645e-01  4.02380556e-01
  4.25985664e-01  4.19953257e-01  4.92502362e-01  4.14531499e-01
  3.75279218e-01  3.97604167e-01  4.35771614e-01  5.41231811e-01
  4.63380367e-01  1.75163265e+01  1.02429815e+01  1.65144807e+01
  1.78061960e+01  1.80471578e+01  1.92059367e+01  4.71871293e+01
  7.07947344e-02  9.22851562e+01]"
2ST,Nothing Better To Do,LeAnn Rimes,True,"[-9.69043503e+01  1.71427216e+02 -5.52829971e+01  6.77298431e+01
 -1.07153721e+01  2.14710999e+01  8.07402420e+00 -7.79811096e+00
  1.56554546e+01 -5.16278934e+00  1.06946001e+01  2.10469794e+00
 -1.53997219e+00  3.29196960e-01  2.92192370e-01  3.65507394e-01
  5.30692399e-01  4.97678787e-01  5.71365416e-01  4.67416167e-01
  4.39122617e-01  4.63021100e-01  4.32248235e-01  4.40464318e-01
  3.32690299e-01  1.72197569e+01  1.17153659e+01  1.51487706e+01
  1.75327896e+01  1.69179374e+01  1.66635092e+01  4.96986182e+01
  5.26720171e-02  9.93840144e+01]"
2ST,Put Some Alcohol On It,Gord Bamford,True,"[-6.65088196e+01  1.47165588e+02 -3.64034729e+01  5.06091270e+01
 -1.29533730e+01  3.50057220e+01 -1.28569698e+01  1.77224712e+01
 -8.63552570e+00  9.27600098e+00 -6.10769463e+00  3.85709000e+00
 -2.04456925e+00  4.10089701e-01  4.40141320e-01  3.90341252e-01
  4.56315070e-01  4.72106844e-01  4.27892029e-01  5.42598188e-01
  4.62230474e-01  4.68879312e-01  4.97637123e-01  4.84492451e-01
  5.22237837e-01  1.74371114e+01  1.07135483e+01  1.54496725e+01
  1.73496440e+01  1.79447765e+01  1.75877092e+01  4.82828436e+01
  6.29164752e-02  8.75926907e+01]"
2ST,Raise the Bar,Gord Bamford,True,"[-8.37300873e+01  1.43170441e+02 -2.73255825e+01  4.65506897e+01
 -1.28085518e+01  3.62051163e+01 -1.35117960e+01  2.26166039e+01
 -1.13053703e+01  1.46397705e+01 -3.95421314e+00  8.45201206e+00
 -1.69950771e+00  4.13351953e-01  4.43757951e-01  4.29399580e-01
  4.22489077e-01  5.14125347e-01  4.39030319e-01  4.76303518e-01
  4.99669880e-01  5.42794108e-01  6.05056047e-01  4.41278368e-01
  4.23298031e-01  1.64612049e+01  1.17050128e+01  1.63430125e+01
  1.79917094e+01  1.81022030e+01  1.80722904e+01  4.74432191e+01
  5.82024069e-02  9.22851562e+01]"
2ST,Red Dirt Song,Jimmy LaFave,True,"[-1.33914429e+02  1.61833191e+02 -3.97669716e+01  4.74101791e+01
 -2.34729862e+00  2.69226360e+01 -8.42614746e+00  8.57303619e+00
 -2.98639208e-01  2.75058818e+00 -2.33518696e+00  3.69779676e-01
  6.32610142e-01  4.38921988e-01  4.84924406e-01  5.04465342e-01
  4.49930847e-01  4.98272121e-01  4.24130172e-01  3.36404145e-01
  3.74945968e-01  4.46501702e-01  5.70665836e-01  4.71655726e-01
  4.22793835e-01  1.42798275e+01  1.07882829e+01  1.62280876e+01
  1.78884201e+01  1.84350052e+01  1.89096939e+01  4.55617109e+01
  5.41890147e-02  1.07666016e+02]"
2ST,Redneck Woman,Gretchen Wilson,True,"[-8.72983475e+01  1.43177444e+02 -4.23055115e+01  3.08044338e+01
 -1.30606890e+01  2.74040909e+01 -2.10464458e+01  2.41336803e+01
 -9.73325348e+00  1.19478931e+01  2.55257040e-01  2.22267580e+00
 -5.50384402e-01  4.15847212e-01  4.73803639e-01  3.20873976e-01
  3.58430147e-01  3.38691503e-01  3.49606276e-01  4.41588610e-01
  3.39500606e-01  4.31943297e-01  3.79481792e-01  3.66313696e-01
  3.85287046e-01  1.35209570e+01  1.09083207e+01  1.53983113e+01
  1.85574240e+01  1.85667574e+01  1.99777270e+01  4.67857805e+01
  7.56580837e-02  9.22851562e+01]"
2ST,Revenge Of A Middle Aged Woman,Tracy Byrd,True,"[-7.84712677e+01  1.39615829e+02 -3.53165016e+01  5.43658104e+01
 -1.22776232e+01  3.65206757e+01 -1.82345562e+01  1.25591364e+01
 -7.97264338e+00  9.45017910e+00 -4.93187809e+00  6.17386818e+00
 -3.18307400e+00  5.13313532e-01  4.49672371e-01  5.05416989e-01
  4.87893820e-01  4.23907548e-01  3.78124058e-01  3.60293895e-01
  4.29408014e-01  4.90548372e-01  5.82605779e-01  5.21347642e-01
  4.91799653e-01  1.63248181e+01  1.07386206e+01  1.50771553e+01
  1.67362671e+01  1.72529533e+01  1.77775162e+01  4.86153975e+01
  7.33561324e-02  9.75088443e+01]"
2ST,Rita Baloo,Vince Gill,True,"[-1.80390961e+02  1.49033249e+02 -2.47437115e+01  5.04666405e+01
 -1.35261469e+01  2.77146511e+01 -1.70382881e+01  1.58839703e+01
 -6.68925285e+00  5.43510485e+00 -6.55580235e+00  5.78414583e+00
 -5.52491367e-01  4.22178626e-01  3.78798008e-01  4.51736927e-01
  5.94936788e-01  5.01188934e-01  4.45857137e-01  4.07769352e-01
  4.34033811e-01  4.49556082e-01  4.59624380e-01  5.59198976e-01
  4.54182535e-01  1.40870121e+01  1.06628778e+01  1.50386413e+01
  1.70737114e+01  1.66296425e+01  1.80282268e+01  4.46353778e+01
  5.46313779e-02  8.75926907e+01]"
2ST,Roll It on Home,John Mayer,True,"[-1.23520813e+02  1.81359406e+02  3.30749011e+00  3.67973938e+01
 -1.91545248e+00  2.26142235e+01 -5.59512424e+00  1.17602959e+01
 -4.94158220e+00  8.46268940e+00  9.16955054e-01 -2.50837755e+00
 -1.32565641e+00  4.00802433e-01  4.62613881e-01  5.84260762e-01
  5.06935358e-01  4.91211325e-01  4.41651613e-01  4.87043679e-01
  4.54991251e-01  4.15963948e-01  5.16275227e-01  4.41853344e-01
  4.42923397e-01  1.75913525e+01  1.09461836e+01  1.64916786e+01
  1.95223790e+01  1.90018588e+01  1.77708736e+01  4.37113444e+01
  2.63554718e-02  1.56605114e+02]"
