Dance,Song Title,Artist/Group,Found,Feature
PLK,Down At the Station,Billy Yates,True,"[-6.90717850e+01  1.47037338e+02 -4.07913704e+01  5.68504486e+01
 -7.23442173e+00  3.14673615e+01 -1.75088043e+01  1.01006575e+01
 -1.18718624e+01  4.69833326e+00 -9.24152946e+00  4.44296074e+00
 -5.89515352e+00  3.79868507e-01  4.91469920e-01  6.77843332e-01
  5.24658263e-01  3.66412103e-01  3.19175810e-01  3.48368794e-01
  3.49005908e-01  3.86145562e-01  6.17035627e-01  4.64704782e-01
  3.55409473e-01  1.76154862e+01  1.03377184e+01  1.64515021e+01
  1.71609744e+01  1.71549083e+01  1.90231883e+01  4.79243867e+01
  6.50128344e-02  1.26048018e+02]"
PLK,Drink to That All Night,Jerrod Niemann,True,"[-9.28287048e+01  1.47199738e+02 -2.99527569e+01  5.02523003e+01
 -1.20849104e+01  2.77833538e+01 -1.37696638e+01  2.08639698e+01
 -5.73388672e+00  1.28776999e+01 -6.03693962e+00  7.23297596e+00
  3.76328647e-01  5.85649014e-01  5.04750311e-01  5.00654221e-01
  4.41297650e-01  5.02310693e-01  4.47125316e-01  4.34588134e-01
  6.00433886e-01  5.24178743e-01  5.71257710e-01  4.71493095e-01
  4.65448052e-01  1.52588477e+01  1.00743761e+01  1.37884872e+01
  1.66458739e+01  1.64554325e+01  1.69684132e+01  4.75098376e+01
  5.81290892e-02  1.14843750e+02]"
PLK,East Bound And Down,Jerry Reed,True,"[-7.18958511e+01  1.45197327e+02 -4.63490753e+01  2.82319107e+01
 -3.15920506e+01  2.65215359e+01 -2.28452988e+01  1.85959358e+01
 -1.73848190e+01  1.26512747e+01 -9.58869171e+00  1.01898041e+01
 -5.37467527e+00  3.75282168e-01  4.09256160e-01  5.50987363e-01
  3.42466086e-01  4.19108897e-01  3.95411760e-01  4.43505257e-01
  5.06837249e-01  3.93544614e-01  4.56207216e-01  4.05042440e-01
  5.06103098e-01  1.78270528e+01  9.93960665e+00  1.43216630e+01
  1.77026171e+01  1.81643716e+01  1.78416852e+01  4.88690027e+01
  7.90906026e-02  1.23046875e+02]"
PLK,East Kentucky Home,The SteelDrivers,True,"[-1.29518143e+02  1.80530045e+02 -3.56231079e+01  4.24199982e+01
 -1.64447153e+00  8.01478863e+00 -8.21298122e+00  1.23963022e+01
 -1.02287169e+01  1.28339005e+00  1.85925651e+00 -1.50688982e+00
 -1.16514504e+00  3.05841357e-01  2.97438920e-01  4.18037117e-01
  3.37624460e-01  3.89288515e-01  3.58582288e-01  4.61008966e-01
  4.88892823e-01  3.55965614e-01  4.41575050e-01  4.06438679e-01
  4.40001369e-01  1.93045048e+01  1.12965659e+01  1.69688540e+01
  2.03147703e+01  2.08773098e+01  2.33400710e+01  4.38257930e+01
  4.33954292e-02  1.20185320e+02]"
PLK,For The Love Of God,Josh Turner feat Ricky Skaggs,True,"[-8.09794388e+01  1.56523102e+02 -3.73839378e+01  5.20285339e+01
 -1.20247374e+01  2.22586098e+01 -1.33858662e+01  1.30698938e+01
 -1.92547774e+00 -1.35644257e+00 -4.19181585e+00  7.45695353e+00
  3.23324472e-01  5.63572168e-01  3.75099003e-01  3.62080783e-01
  3.39748383e-01  4.45717722e-01  5.67920685e-01  4.14565384e-01
  5.07384658e-01  4.40027148e-01  4.62429464e-01  3.26317549e-01
  3.58010530e-01  1.63174337e+01  1.12761821e+01  1.60009041e+01
  1.93848627e+01  1.78305584e+01  1.93177910e+01  4.83671117e+01
  5.21113629e-02  1.07666016e+02]"
PLK,Forever Road,Darius Rucker,True,"[-4.29268837e+01  1.37906693e+02 -3.72918625e+01  4.76258698e+01
 -2.42470360e+01  3.28440933e+01 -2.20336723e+01  2.05574818e+01
 -1.46900158e+01  1.10727701e+01 -5.26523924e+00  5.66923428e+00
 -1.45614231e+00  4.64464694e-01  3.47887874e-01  5.09146333e-01
  3.11055958e-01  3.17577302e-01  2.66742110e-01  3.82230550e-01
  5.86717784e-01  4.11789685e-01  5.04884601e-01  3.72418255e-01
  4.67979938e-01  1.69474956e+01  1.00811269e+01  1.55598209e+01
  1.85499083e+01  1.81226725e+01  1.77155214e+01  5.00252675e+01
  7.88262429e-02  1.14843750e+02]"
PLK,Free,Jack Ingram,True,"[-8.66819839e+01  1.31880127e+02 -3.97071762e+01  6.07642212e+01
 -4.93155670e+00  3.21952515e+01 -9.55708981e+00  1.35764246e+01
 -3.02162576e+00  1.05694618e+01 -2.10972691e+00  2.96988630e+00
  3.37821269e+00  4.24830526e-01  4.77009505e-01  6.84835017e-01
  5.19888401e-01  5.05029976e-01  4.59662139e-01  5.50717473e-01
  6.09393418e-01  5.39875448e-01  6.01127088e-01  4.84112352e-01
  5.05109549e-01  1.72516833e+01  1.20295601e+01  1.56445831e+01
  1.71872260e+01  1.75010679e+01  1.79114432e+01  4.85974245e+01
  6.96745598e-02  1.12347147e+02]"
PLK,Free And Easy (Down The Road I Go),Dierks Bentley,True,"[-5.29164810e+01  1.54709915e+02 -2.45916901e+01  4.07501984e+01
 -1.80105171e+01  3.27124748e+01 -1.58228159e+01  1.63952160e+01
 -9.15976524e+00  1.28666315e+01 -8.41621697e-01  9.84553242e+00
  2.27984381e+00  4.29886371e-01  5.44275820e-01  4.14146245e-01
  4.68313068e-01  3.82522881e-01  4.52276975e-01  5.18458724e-01
  4.58122998e-01  6.14946365e-01  4.27576482e-01  4.41612750e-01
  4.10412639e-01  1.57077743e+01  1.02527051e+01  1.51808865e+01
  1.81321372e+01  1.80765745e+01  1.75422807e+01  4.85636377e+01
  5.20312424e-02  1.20185320e+02]"
PLK,Freight Train,Alan Jackson,True,"[-1.11052368e+02  1.64077148e+02 -3.57454872e+01  3.99449387e+01
 -1.14564791e+01  2.52620678e+01 -1.73225021e+01  1.23166351e+01
 -3.40421367e+00  4.01954508e+00 -6.16319418e+00  4.11016321e+00
 -1.74540579e+00  2.73077518e-01  2.58916795e-01  3.33786249e-01
  2.88658470e-01  3.21625382e-01  4.42834944e-01  4.05816466e-01
  5.35343468e-01  4.52779710e-01  4.89083022e-01  5.26058912e-01
  3.45393836e-01  1.46659197e+01  1.09245369e+01  1.69854541e+01
  1.86212211e+01  1.82171770e+01  2.00807234e+01  4.62148809e+01
  5.16897857e-02  1.20185320e+02]"
PLK,Georgia On A Fast Train,Matt Lindahl,True,"[-7.73522034e+01  1.53730133e+02 -5.95525360e+01  5.02798843e+01
 -6.70098305e+00  3.39131660e+01 -1.78219395e+01  1.13863821e+01
 -6.96061563e+00  8.99164963e+00 -2.45474839e+00  4.31566191e+00
 -4.56429869e-01  4.33026344e-01  4.89310592e-01  6.76126659e-01
  4.70454842e-01  4.28573698e-01  3.86379808e-01  4.23300445e-01
  5.14187157e-01  4.46217269e-01  4.86881942e-01  4.60376710e-01
  4.67298090e-01  1.54247639e+01  1.04465668e+01  1.45449262e+01
  1.66657162e+01  1.76355588e+01  1.88067131e+01  4.77526190e+01
  7.38861745e-02  1.26048018e+02]"
PLK,Go Time,Greg Bates,True,"[-6.38010063e+01  1.49872391e+02 -3.71880608e+01  5.08546143e+01
 -1.70989590e+01  3.47920647e+01 -1.44825382e+01  1.35537729e+01
 -4.10623837e+00  6.09793758e+00 -2.28907824e+00  7.39184332e+00
 -3.50775458e-02  3.77739161e-01  3.32841218e-01  3.73639643e-01
  4.03911829e-01  5.31201422e-01  4.76250648e-01  4.98018116e-01
  5.37783086e-01  5.25731325e-01  5.30919254e-01  5.11838198e-01
  5.49139559e-01  1.50710242e+01  1.14161438e+01  1.46481072e+01
  1.64957160e+01  1.72346258e+01  1.71986828e+01  4.98930591e+01
  6.29973515e-02  1.20185320e+02]"
PLK,Goodbye Heartache,Mark Chesnutt,True,"[-1.22865685e+02  1.28477097e+02 -3.12511921e+01  6.08688202e+01
 -1.44862890e+01  3.19114056e+01 -1.05867157e+01  1.53426008e+01
 -6.97614765e+00  1.34278460e+01 -4.89010286e+00  3.71603203e+00
 -1.75723517e+00  3.57385516e-01  4.12883759e-01  4.57709640e-01
  4.08953249e-01  4.87343758e-01  4.06598121e-01  4.46242422e-01
  5.35449564e-01  4.53227609e-01  4.14771289e-01  3.98540258e-01
  4.26265329e-01  1.84085538e+01  1.17752233e+01  1.59608164e+01
  1.85595169e+01  1.72237891e+01  1.64122957e+01  4.79103389e+01
  7.27663778e-02  1.17453835e+02]"
PLK,Got A Little Country,Blake Shelton,True,"[-6.77196045e+01  1.65588455e+02 -3.81807594e+01  5.14841080e+01
 -9.89662743e+00  2.42675323e+01 -1.47190657e+01  8.86956501e+00
 -3.51336718e+00  5.77712107e+00  4.57894325e-01  2.90074348e+00
  1.30517876e+00  5.60794294e-01  5.98289549e-01  6.76687121e-01
  5.59178054e-01  5.41802526e-01  4.50782716e-01  4.46250856e-01
  4.96101588e-01  5.22416174e-01  6.35770857e-01  4.79898661e-01
  4.65349227e-01  1.65172985e+01  9.15011624e+00  1.34904536e+01
  1.57582116e+01  1.64841873e+01  1.77807781e+01  4.68741917e+01
  5.03757347e-02  1.23046875e+02]"
PLK,"Honey, I'm Good",Andy Grammer & Eli Young Band,True,"[-8.52520294e+01  1.25171799e+02 -3.12508221e+01  6.00085869e+01
 -1.33865643e+01  3.15871563e+01 -1.26307611e+01  1.71814690e+01
 -1.30240917e+01  7.08264256e+00 -1.54356611e+00  5.75698996e+00
  3.49100083e-01  4.36960787e-01  5.08182883e-01  3.89265716e-01
  3.87412220e-01  4.98352349e-01  3.99407119e-01  4.15960729e-01
  4.11540180e-01  5.71898818e-01  6.48155928e-01  4.91580218e-01
  4.22086269e-01  1.43930818e+01  1.15074393e+01  1.72492622e+01
  1.72539158e+01  1.78529389e+01  1.80920883e+01  4.90199122e+01
  6.64710644e-02  1.23046875e+02]"
PLK,How 'Bout You,Eric Church,True,"[-7.58826218e+01  1.52395142e+02 -4.88202286e+01  4.35634499e+01
 -2.02101345e+01  2.73911476e+01 -2.08853035e+01  1.48776865e+01
 -1.10756617e+01  1.42557535e+01 -9.24578953e+00  1.00619841e+01
 -2.83753538e+00  4.55543071e-01  4.86431301e-01  4.15975422e-01
  4.43462133e-01  4.19570178e-01  4.07952219e-01  5.89241207e-01
  3.94968867e-01  4.11671221e-01  4.28153932e-01  4.67453092e-01
  6.18895233e-01  1.57057613e+01  1.05863262e+01  1.37481966e+01
  1.65738899e+01  1.58702226e+01  1.68258575e+01  4.80445443e+01
  7.13824104e-02  1.20185320e+02]"
PLK,I Always Will,Paul Overstreet,True,"[-1.21666077e+02  1.39609955e+02 -3.96817665e+01  5.29633980e+01
 -1.68026447e+01  2.64429951e+01 -1.69724960e+01  8.36181068e+00
 -2.28626490e+00  2.62111115e+00 -4.26200342e+00  2.38410735e+00
 -6.53590441e-01  4.51594204e-01  4.50720280e-01  3.43360454e-01
  3.63542706e-01  4.52659756e-01  3.70565146e-01  3.72970521e-01
  3.64677161e-01  4.66503590e-01  5.58026195e-01  4.58711863e-01
  4.93895978e-01  1.63845894e+01  1.00953136e+01  1.57660457e+01
  1.71280768e+01  1.73162860e+01  1.82712576e+01  4.80650672e+01
  7.50703155e-02  1.14843750e+02]"
PLK,I Hold On,Dierks Bentley,True,"[-1.46128021e+02  1.56955261e+02 -3.46885651e-01  4.96822510e+01
  2.65216994e+00  2.84938622e+01  1.28987879e-01  1.35652151e+01
  8.36219120e+00  1.22621262e+00  4.27319956e+00  4.11033773e+00
  9.23063278e-01  6.20688856e-01  5.51081002e-01  5.32538891e-01
  5.79108894e-01  6.81626856e-01  6.15964890e-01  5.61166883e-01
  6.20070577e-01  6.02751553e-01  5.99965453e-01  5.40525377e-01
  5.80300391e-01  1.78418830e+01  1.04012487e+01  1.41342489e+01
  1.57539461e+01  1.60360772e+01  1.88038139e+01  4.45814865e+01
  2.93728383e-02  1.17453835e+02]"
PLK,I Love This Life,Locash,True,"[-6.10855370e+01  1.57886246e+02 -6.11797829e+01  4.23066597e+01
 -1.33665514e+01  2.34766273e+01 -1.17978773e+01  1.16407681e+01
  1.07307339e+00  5.06358099e+00  1.32766163e+00  9.08320522e+00
  4.97137165e+00  3.87540847e-01  4.90655184e-01  6.37712300e-01
  3.91172677e-01  3.97919655e-01  3.59842241e-01  5.39040089e-01
  4.82737005e-01  4.09860015e-01  5.62782288e-01  3.84168476e-01
  4.07047570e-01  1.41065797e+01  1.02902993e+01  1.46945482e+01
  1.73048313e+01  1.65625070e+01  1.90855618e+01  4.39204232e+01
  7.06524450e-02  1.12347147e+02]"
PLK,I Wanna Be A Cowboy Sweatheart,LeAnn Rimes,True,"[-1.13715462e+02  1.35960037e+02 -3.94769592e+01  5.85792084e+01
 -1.73659306e+01  3.39989853e+01 -1.27323465e+01  3.04136276e+01
 -8.68171310e+00  4.92312956e+00  8.67669678e+00  3.66844058e-01
  3.94951439e+00  3.62540692e-01  3.82726490e-01  3.24138522e-01
  4.11597013e-01  3.51246744e-01  4.05835003e-01  4.48700339e-01
  3.41873884e-01  4.07178432e-01  3.63950163e-01  4.46310759e-01
  4.48644817e-01  1.82225500e+01  1.00473889e+01  1.69781875e+01
  2.11629298e+01  2.02179417e+01  2.04434149e+01  4.89607841e+01
  6.60757531e-02  1.29199219e+02]"
PLK,I'll Go Crazy,Andy Griggs,True,"[-1.29787994e+02  1.30863770e+02 -2.39661770e+01  5.18388329e+01
 -1.60203724e+01  3.52985420e+01 -1.32823629e+01  1.98367119e+01
 -3.69332075e+00  1.45072680e+01 -4.34839725e-01  6.36578608e+00
  5.42876434e+00  4.12989467e-01  4.77603495e-01  5.77760279e-01
  4.60336268e-01  4.87727165e-01  4.22044724e-01  4.45849121e-01
  4.51257706e-01  4.94562864e-01  6.07799411e-01  4.54291612e-01
  4.49628741e-01  1.53940373e+01  1.17226063e+01  1.51567315e+01
  1.78007843e+01  1.77614973e+01  1.75038501e+01  4.80654223e+01
  6.63552299e-02  1.09956782e+02]"
PLK,I'll Take You Back,Brad Paisley,True,"[-7.96473770e+01  1.58854919e+02 -3.36783752e+01  5.16869965e+01
 -1.32836246e+01  2.95052433e+01 -1.82604218e+01  1.01857862e+01
 -6.42324162e+00  4.16481829e+00 -3.97044659e+00  2.08256006e+00
 -1.56729507e+00  4.03429210e-01  4.37637746e-01  5.65727592e-01
  4.64318156e-01  4.18573618e-01  3.66042346e-01  3.62859368e-01
  4.62058961e-01  4.79811579e-01  5.64281523e-01  4.28953528e-01
  4.14480299e-01  1.73162535e+01  1.05097404e+01  1.45774877e+01
  1.66025282e+01  1.67196248e+01  1.76243359e+01  4.81165700e+01
  5.06975392e-02  1.23046875e+02]"
PLK,I'm At Home On The Range,Suzy Bogguss,True,"[-1.68234741e+02  1.27421364e+02 -3.05033436e+01  5.16582527e+01
 -2.30742812e+00  3.02926540e+01 -9.04802608e+00  1.93983364e+01
 -1.14206400e+01  3.29968572e+00 -1.58632219e+00  3.82616949e+00
  2.90947884e-01  3.88310641e-01  3.68067592e-01  5.14500737e-01
  5.96476376e-01  4.56300378e-01  4.32241350e-01  4.16240245e-01
  4.82877940e-01  3.64208281e-01  3.37708384e-01  4.96625960e-01
  4.17210966e-01  1.26750791e+01  1.10752982e+01  1.69024804e+01
  1.99318201e+01  1.81537916e+01  1.97963190e+01  4.54470522e+01
  7.00056235e-02  1.26048018e+02]"
PLK,Idabel Blues,Stoney LaRue,True,"[-1.32123108e+02  1.49859253e+02 -4.01293716e+01  6.24361076e+01
 -5.71418905e+00  2.38036709e+01 -7.96519756e+00  1.41242332e+01
 -1.08151233e+00  1.84297752e+00 -1.97964013e+00  4.39682388e+00
 -1.88058579e+00  5.05801380e-01  3.72780681e-01  3.40232968e-01
  3.47697377e-01  4.42954719e-01  3.82528752e-01  3.77286762e-01
  5.27271628e-01  5.32779813e-01  6.25422716e-01  5.21598577e-01
  5.21409988e-01  1.45988449e+01  1.12350386e+01  1.57692131e+01
  1.68297057e+01  1.64951392e+01  1.79818121e+01  4.67254043e+01
  5.82864956e-02  1.32512019e+02]"
PLK,If Could,John Prine,True,"[-1.41346405e+02  1.63213654e+02 -5.95183144e+01  3.64726791e+01
 -1.91721725e+01  2.23891392e+01 -1.51185780e+01 -3.07331514e+00
 -1.49238217e+00 -2.38896918e+00  4.40262270e+00 -3.65320134e+00
  2.95082879e+00  5.26606441e-01  3.03676933e-01  2.10895956e-01
  3.05689812e-01  3.36491972e-01  2.48661697e-01  2.19480529e-01
  3.64466131e-01  2.40183920e-01  3.02618265e-01  2.91421294e-01
  3.07586163e-01  1.89166799e+01  1.08923725e+01  1.69486690e+01
  1.75323262e+01  1.90190539e+01  1.79688933e+01  4.57207167e+01
  6.49432959e-02  1.72265625e+02]"
PLK,If You're Going Through Hell,Rodney Adkins,True,"[-3.89308624e+01  1.33984406e+02 -3.96008492e+01  5.26688805e+01
 -1.90225410e+01  3.67946548e+01 -1.97468529e+01  1.79110851e+01
 -1.08624687e+01  1.03048429e+01 -7.68661737e+00  6.27196980e+00
 -4.42891359e+00  3.44769746e-01  4.60692883e-01  4.22013462e-01
  3.87294531e-01  5.18246233e-01  3.62872154e-01  3.45441401e-01
  3.44482154e-01  4.88704383e-01  5.84509194e-01  3.97445440e-01
  4.14408058e-01  1.59668435e+01  1.10796481e+01  1.60269949e+01
  1.76825011e+01  1.82511719e+01  1.82834182e+01  5.10730170e+01
  7.52708978e-02  1.14843750e+02]"
PLK,If You're Going Through Hell,Rodney Atkins,True,"[-3.89308624e+01  1.33984406e+02 -3.96008492e+01  5.26688805e+01
 -1.90225410e+01  3.67946548e+01 -1.97468529e+01  1.79110851e+01
 -1.08624687e+01  1.03048429e+01 -7.68661737e+00  6.27196980e+00
 -4.42891359e+00  3.44769746e-01  4.60692883e-01  4.22013462e-01
  3.87294531e-01  5.18246233e-01  3.62872154e-01  3.45441401e-01
  3.44482154e-01  4.88704383e-01  5.84509194e-01  3.97445440e-01
  4.14408058e-01  1.59668435e+01  1.10796481e+01  1.60269949e+01
  1.76825011e+01  1.82511719e+01  1.82834182e+01  5.10730170e+01
  7.52708978e-02  1.14843750e+02]"
PLK,Insecure,RaeLynn,True,"[-9.24315567e+01  1.45015884e+02 -3.08528633e+01  5.08284874e+01
 -1.08590136e+01  2.46353588e+01 -1.78319569e+01  1.50252066e+01
 -6.40940046e+00  5.95193672e+00  9.56916749e-01 -8.43385220e-01
  5.41991055e-01  5.26767194e-01  5.17492354e-01  4.39070046e-01
  4.91704643e-01  4.86506164e-01  5.88231683e-01  4.24781740e-01
  4.35140520e-01  5.47347605e-01  5.05505383e-01  5.62510073e-01
  4.40519065e-01  1.82353162e+01  9.45007631e+00  1.42268009e+01
  1.71282106e+01  1.63299464e+01  1.80521976e+01  4.69178740e+01
  6.51417074e-02  1.14843750e+02]"
PLK,Locomotive,Sawyer Brown,True,"[-1.82871857e+02  1.46405304e+02 -2.70478668e+01  4.62037315e+01
 -2.16845226e+01  2.65013237e+01 -1.52050934e+01  1.24711494e+01
 -7.69819403e+00  8.33535480e+00 -8.54938030e+00  1.88782132e+00
 -6.99586535e+00  4.20587778e-01  4.05100644e-01  4.76450205e-01
  4.54198748e-01  5.71119726e-01  4.88143265e-01  4.08432990e-01
  4.00771469e-01  4.48363274e-01  4.93415058e-01  4.40985382e-01
  5.12973070e-01  1.11619392e+01  1.04080082e+01  1.50436531e+01
  1.73739582e+01  1.70775826e+01  1.74835239e+01  4.49352749e+01
  6.78002325e-02  1.23046875e+02]"
PLK,Long Live Rock & Roll,Daughtry,True,"[-8.38997269e+01  1.10020195e+02 -3.33540573e+01  5.03316498e+01
 -1.90017719e+01  3.74579048e+01 -1.83689060e+01  1.87712307e+01
 -7.18572235e+00  1.29836006e+01 -6.82077503e+00  1.26869650e+01
  5.22767365e-01  5.05930066e-01  4.78550166e-01  5.60381413e-01
  4.66280580e-01  3.82023722e-01  4.64978814e-01  4.06702697e-01
  3.61684203e-01  3.00533861e-01  3.77359807e-01  4.60662365e-01
  4.02788669e-01  1.78673207e+01  1.05050104e+01  1.60226040e+01
  1.67907381e+01  1.71139581e+01  1.83259413e+01  4.93569168e+01
  9.04136634e-02  1.14843750e+02]"
PLK,Long Long Way,Alan Jackson,True,"[-1.73790848e+02  1.73164505e+02 -3.54561157e+01  4.80082169e+01
 -7.54479361e+00  1.93692036e+01 -1.11914501e+01  1.10360880e+01
  1.66727081e-02  3.13010716e+00 -3.29033226e-01 -7.41493583e-01
 -4.69291478e-01  3.67427856e-01  4.22506750e-01  4.21082854e-01
  4.36400503e-01  3.59086841e-01  3.71850789e-01  4.80443388e-01
  4.08324480e-01  4.29709047e-01  3.88595283e-01  4.14029390e-01
  4.34630781e-01  1.35079313e+01  1.13601988e+01  1.55385959e+01
  1.80864913e+01  1.76888427e+01  1.97810758e+01  4.35158671e+01
  4.53506328e-02  1.23046875e+02]"
PLK,Lot Of Leavin' Left To Do,Dierks Bentley,True,"[-7.85522995e+01  1.65340927e+02 -3.90285187e+01  4.61970673e+01
 -1.15107107e+01  2.79966202e+01 -9.12929249e+00  1.40605745e+01
  8.36494744e-01  6.90606880e+00  1.10520113e+00  5.76513231e-01
  3.92139626e+00  4.51951504e-01  5.27417123e-01  4.85020459e-01
  5.88099301e-01  4.91258264e-01  4.68329877e-01  6.34863555e-01
  4.39802796e-01  4.02088702e-01  4.32888538e-01  4.74929482e-01
  5.95940948e-01  1.76392176e+01  1.02253548e+01  1.47779681e+01
  1.81720515e+01  1.82610884e+01  1.84358255e+01  4.61893490e+01
  5.24276875e-02  1.17453835e+02]"
PLK,Make You Mine,High Valley,True,"[-3.99407272e+01  1.40404343e+02 -3.69937057e+01  4.80679932e+01
 -2.17266026e+01  3.01408978e+01 -2.49607449e+01  2.26762791e+01
 -1.58390474e+01  1.31436863e+01 -9.65283203e+00  1.05849810e+01
 -1.15014851e+00  5.52989542e-01  4.17583793e-01  4.53197747e-01
  3.92606199e-01  5.05972505e-01  3.51398438e-01  3.19047630e-01
  5.34728467e-01  3.83746237e-01  3.87432575e-01  3.32553178e-01
  4.01556969e-01  1.80740402e+01  1.01028809e+01  1.50294320e+01
  1.76479439e+01  1.64551350e+01  1.76251857e+01  4.49959745e+01
  7.45738121e-02  1.23046875e+02]"
PLK,Missin' You Crazy,Jon Pardi,True,"[-5.10292664e+01  1.44453415e+02 -3.88440552e+01  5.02990685e+01
 -1.39019451e+01  2.51140728e+01 -2.13602295e+01  1.62274818e+01
 -5.04341412e+00  5.96379375e+00 -6.95053935e-02 -1.76548994e+00
 -1.26367474e+00  4.10670280e-01  4.83209282e-01  3.64471495e-01
  4.64132875e-01  4.95041698e-01  3.62077475e-01  4.03039783e-01
  3.97745341e-01  5.47285616e-01  4.25154001e-01  4.00803000e-01
  5.45206904e-01  1.61040811e+01  1.02111922e+01  1.46119573e+01
  1.65935123e+01  1.71330840e+01  1.78717889e+01  4.54577081e+01
  6.83601309e-02  1.17453835e+02]"
PLK,No One Like You,Roger Springer Band,True,"[-1.49353760e+02  1.53815842e+02 -2.71370602e+01  5.10638008e+01
  1.37299805e+01  2.74750443e+01 -1.96656203e+00  6.48872852e+00
 -2.53069133e-01  3.63815260e+00 -1.14139366e+00 -2.68996882e+00
 -6.02206662e-02  4.20792520e-01  3.77909243e-01  4.04197961e-01
  3.90859276e-01  4.07741636e-01  4.40643549e-01  4.25560772e-01
  5.01891315e-01  4.71718758e-01  4.72272515e-01  4.93285000e-01
  4.68518555e-01  1.33794535e+01  1.20139849e+01  1.75786680e+01
  1.73296654e+01  1.78371687e+01  1.85867315e+01  4.45275547e+01
  4.22867813e-02  1.12347147e+02]"
PLK,Old Alabama,Brad Paisley Feat Alabama,True,"[-5.64493561e+01  1.67556122e+02 -4.21625404e+01  4.02893448e+01
 -1.08468561e+01  2.44733372e+01 -1.77624378e+01  1.20933580e+01
 -1.16766977e+01  8.10870361e+00 -4.34490776e+00  4.57880020e+00
 -5.45276213e+00  4.78247672e-01  4.23334509e-01  5.28098524e-01
  3.81562561e-01  4.07061934e-01  3.18904102e-01  3.88227373e-01
  5.64220428e-01  4.18165237e-01  4.75244522e-01  4.26464409e-01
  5.03236353e-01  1.73038723e+01  1.02253782e+01  1.46667809e+01
  1.77508214e+01  1.82486818e+01  1.91896190e+01  4.73449798e+01
  5.63250562e-02  1.14843750e+02]"
PLK,One More For The Road,Suzy Bogguss & Chet Atkins,True,"[-1.35519623e+02  1.43231323e+02 -3.08565083e+01  5.03788795e+01
 -9.40472984e+00  1.79751930e+01 -1.14236097e+01  1.53516350e+01
 -3.01368499e+00  1.20308151e+01 -1.45525479e+00  2.11593771e+00
 -3.80268288e+00  3.73086840e-01  4.40102816e-01  3.89540374e-01
  4.69490170e-01  6.11315548e-01  4.70712513e-01  4.36745703e-01
  3.98983449e-01  4.50953990e-01  3.98347825e-01  3.70799124e-01
  4.59586978e-01  1.81427530e+01  1.00687272e+01  1.63872737e+01
  1.93194220e+01  1.83942766e+01  1.76035801e+01  4.61452774e+01
  6.13955093e-02  1.20185320e+02]"
PLK,Overrated,Tim McGraw,True,"[-8.55350266e+01  1.33411499e+02 -2.44521675e+01  5.31401520e+01
 -8.48541546e+00  3.39158401e+01 -1.46641588e+01  1.51150045e+01
 -7.55412149e+00  1.27485151e+01 -3.44380450e+00  1.89303470e+00
 -1.32563508e+00  4.86662179e-01  5.30650675e-01  4.38110203e-01
  5.39656937e-01  4.59557116e-01  4.29649472e-01  5.45599997e-01
  4.50757086e-01  4.43819582e-01  4.23805207e-01  5.14388025e-01
  5.39101422e-01  1.55435885e+01  1.10472407e+01  1.52510859e+01
  1.69874548e+01  1.70047829e+01  1.75340965e+01  4.73892148e+01
  6.41972686e-02  1.20185320e+02]"
PLK,Road Less Travelled,Lauren Alaina,True,"[-7.43437042e+01  1.45337616e+02 -3.46229095e+01  4.76438408e+01
 -1.75885086e+01  2.89050865e+01 -1.55416670e+01  2.27149773e+01
 -1.18135929e+01  1.04439163e+01 -2.38347507e+00  4.50301456e+00
 -3.16530585e+00  5.45357227e-01  3.84813637e-01  3.94330263e-01
  3.93934935e-01  5.39834619e-01  3.98531705e-01  3.21304947e-01
  4.54683751e-01  3.71300340e-01  4.30967122e-01  3.64140451e-01
  4.64412361e-01  1.30246964e+01  1.01397649e+01  1.47096057e+01
  1.78104304e+01  1.76285813e+01  1.77611458e+01  4.74197779e+01
  6.52325987e-02  1.12347147e+02]"
PLK,Rough & Ready,Trace Adkins,True,"[-6.57097168e+01  1.27142029e+02 -3.52689095e+01  5.74957657e+01
 -1.02131195e+01  3.31270943e+01 -1.93146248e+01  1.96947441e+01
 -6.88410902e+00  1.08629999e+01 -9.56128883e+00  8.77118015e+00
 -4.93563205e-01  4.07373250e-01  4.69306171e-01  4.48919624e-01
  4.16083187e-01  4.87370729e-01  4.69693869e-01  4.90641445e-01
  5.46890378e-01  5.30911982e-01  6.04493737e-01  5.18812120e-01
  4.56636459e-01  1.55362305e+01  1.20621952e+01  1.58292396e+01
  1.70114157e+01  1.67393623e+01  1.79395216e+01  4.57072903e+01
  7.62315874e-02  1.17453835e+02]"
PLK,Shreveport,Turnpike Troubadours,True,"[-6.78406601e+01  1.36312012e+02 -2.67644424e+01  5.39798775e+01
 -9.48961449e+00  3.70306320e+01 -1.94438725e+01  2.55397968e+01
 -1.15727825e+01  1.14340401e+01 -4.52635574e+00  4.07868576e+00
 -5.36784887e+00  3.99188727e-01  5.25813818e-01  5.63274682e-01
  4.81966764e-01  4.81409788e-01  3.92680049e-01  4.44562137e-01
  4.01947200e-01  5.21855772e-01  7.02853203e-01  5.12231112e-01
  4.71795231e-01  1.91108938e+01  1.11266769e+01  1.61960181e+01
  1.80172849e+01  1.77393375e+01  1.86708787e+01  4.91750038e+01
  6.22834480e-02  1.14843750e+02]"
